id,deep
35339,12
35340,27
35341,94
35473,23
35475,31
35587,59
35588,68
35592,77
35712,27
35713,38
35714,22
35715,60
35716,27
35799,62
35800,77
35801,71
35802,58
35803,25
35902,19
35905,49
35906,46
35907,75
35908,50
36010,18
36011,49
36012,116
36013,73
36099,99
36100,82
36102,101
36104,40
36179,100
36188,105
36251,73
36253,70
36255,41
36305,69
36460,102
36520,21
36589,95
36591,80
36631,35
36694,25
36842,76
36844,33
36846,78
36953,24
36954,16
36955,21
36956,30
36958,45
37005,35
37007,73
37009,43
37080,25
37116,58
37118,78
37120,91
37187,62
37189,None
37191,113
37240,87
37242,67
37244,103
37377,67
37379,64
37381,259
37429,148
37498,86
37500,49
37502,51
37584,73
37676,86
37678,44
37680,45
37682,92
37748,50
37750,36
37821,47
37823,176
37908,9
37912,73
37914,3
38014,40
38016,118
38018,63
38159,130
39553,34
42262,63
42483,38
42705,70
42880,4
42884,10
43134,33
43259,220
43379,73
43381,53
43382,44
43383,71
43527,31
43528,37
43529,68
43532,123
43690,77
43691,44
43692,114
43693,71
43694,58
43695,65
43696,25
43875,86
43876,84
43877,77
43878,55
44069,45
44071,87
44073,26
44262,30
44263,46
44264,65
44265,49
44266,36
44452,30
44453,65
44454,21
44455,37
44618,66
44621,32
44622,71
44623,83
44624,49
44758,30
44759,56
44760,43
44761,58
44762,45
44881,26
44984,63
44985,40
44986,47
44987,139
44988,15
45081,49
45082,44
45083,32
45084,49
45085,31
45208,38
45209,100
45211,62
45212,23
45333,68
45336,54
45337,39
45338,5
45479,14
45480,6
45648,26
46238,53
46581,19
46638,78
46639,91
46728,53
46730,28
46734,40
46868,18
46870,53
46871,18
46872,41
46875,61
46876,137
46878,49
46879,88
46880,50
47056,None
47065,134
47067,66
47185,18
47457,35
47458,36
48617,107
48695,52
48699,44
48774,58
48775,78
48837,41
48867,53
48869,48
48870,40
48928,46
48929,99
48931,33
48933,35
48950,114
48951,38
48952,42
48972,100
49015,35
49016,27
49017,46
49018,41
49019,24
49020,17
49043,81
49044,8
49045,41
49046,31
49047,38
49079,46
49081,48
49082,45
49083,40
49084,59
49140,8
49141,13
49142,73
49143,64
49145,36
49226,92
49228,33
49230,75
49401,17
49402,34
49404,57
49406,85
49596,21
49597,60
58829,112
58852,41
59344,18
59347,32
59464,35
59343,18
59438,33
59449,41
59456,24
59458,36
59461,37
59468,19
59543,23
59555,16
59559,57
59641,52
59645,34
59649,20
59657,16
59661,29
59666,77
59669,63
59672,43
59775,28
59783,52
59787,29
59795,10
59799,76
59802,27
59805,85
59808,75
59926,60
59928,85
59939,19
59948,19
59952,14
59954,20
59957,76
59962,42
59965,75
60104,32
60107,43
60115,64
60119,44
60129,25
60135,26
60140,15
60286,140
60290,46
60299,36
60313,22
60316,34
60319,33
60322,56
60446,66
60455,48
60466,26
60470,10
60478,94
60482,16
60639,37
60642,73
60643,82
60644,95
60666,19
60670,72
60673,51
60841,56
60844,39
60845,40
61024,70
61140,83
107922,35
113668,43
114602,20
118039,150
122728,97
135319,79
138519,29
140105,50
60655,49
60861,18
60868,82
61133,15
61137,20
61139,138
61141,42
61142,32
61143,55
61144,60
61228,9
61233,61
61234,80
61235,95
61476,16
61552,18
61795,19
64720,49
74363,35
74470,130
92581,40
94616,30
94619,35
94629,29
94648,50
97048,38
99838,204
99904,117
143711,36
143712,65
143713,77
143749,102
143750,88
143751,61
143951,102
144254,85
145900,52
145902,77
155849,53
155992,97
156215,129
164199,76
164230,74
164233,58
164263,55
164309,80
164311,110
164314,86
164316,29
164344,49
164348,52
164349,70
164351,64
164353,56
164355,67
164390,33
164392,68
164396,30
164398,105
164440,92
164442,33
164444,69
164445,36
164447,47
164506,64
164508,77
164510,112
164511,24
164513,87
164515,100
164517,103
164594,93
164596,59
164598,80
164600,61
164602,33
166616,36
167103,45
167104,115
167105,49
167176,34
167177,27
167802,97
167803,92
167807,32
167911,18
167912,28
167973,100
167974,167
168031,154
168032,322
168033,33
168086,46
167871,16
169194,24
169447,37
169644,31
169824,2
169826,7
169828,23
169888,3
169890,None
169892,62
169944,76
169946,96
169984,97
169986,48
169988,93
170026,57
170028,123
170040,173
170042,81
170091,29
170092,28
170093,68
170107,67
170109,188
170111,92
170171,97
170172,37
170174,77
170182,58
170184,76
170186,48
170188,47
170249,113
170250,119
170252,64
170261,43
170263,32
170265,70
170308,184
170309,62
170312,93
170318,52
170320,84
170322,42
170355,20
170361,75
170363,56
170365,64
170441,28
170442,24
170473,8
170476,71
170521,22
170523,25
170535,46
170569,40
170571,35
170678,116
170680,15
170695,49
170697,111
170722,100
170724,13
170732,69
170734,67
170766,17
170768,9
170806,81
170808,45
170809,58
170858,118
170860,34
170989,85
170991,47
171036,39
171063,79
171100,102
171102,30
171114,194
171141,118
171171,35
171173,51
171220,89
171222,25
171251,27
171305,45
171331,31
171398,71
171427,35
171485,61
171497,73
171555,73
171571,145
171588,46
171658,84
171664,40
171666,45
171680,110
171682,67
171684,41
171733,45
171769,123
171783,26
171808,24
171810,34
171867,83
171884,32
171888,24
171890,58
171908,80
171930,51
171940,145
171991,None
172040,22
172042,59
172084,42
172086,59
172115,69
172136,75
172200,47
172345,68
172347,106
172349,84
172533,64
172540,103
172636,66
172843,51
172847,42
172907,55
172960,54
172962,33
172964,69
173065,70
173079,43
173178,74
173182,71
173569,125
173571,98
173693,85
173695,108
173751,65
173753,60
173755,48
173626,56
173814,130
173964,90
173970,93
174032,70
174345,17
174346,81
174417,11
174420,67
174425,108
174600,22
175482,23
175559,61
175560,48
175561,58
175562,42
175563,35
175564,50
175690,73
175691,134
175755,54
175756,58
177544,41
177609,36
177626,34
177627,50
177628,27
177632,31
177635,178
177637,66
177639,101
177664,42
177666,93
177668,None
177699,59
177706,73
177708,39
177710,33
177728,54
177733,12
177743,159
177745,191
177747,201
177749,32
177751,44
177753,44
177780,54
177782,72
177784,83
177818,25
177822,79
177824,61
177826,73
177828,38
177874,55
177875,199
177876,130
177877,27
177889,138
177891,201
177893,213
177895,35
177897,165
177899,123
177919,67
177921,76
177934,102
177938,42
177991,93
177992,40
177993,23
177994,19
177995,21
178011,87
178013,133
178015,50
178036,208
178038,65
178040,103
178045,42
178049,96
178113,9
178114,90
178115,None
178117,21
178135,35
178144,91
178261,66
178262,31
178263,44
178264,30
178289,66
178293,60
178409,33
178410,72
178411,31
178412,44
178413,18
178437,117
178550,36
178551,31
178552,48
178553,50
178576,69
178580,98
178710,45
178711,42
178712,59
178713,43
178714,57
178715,111
178741,83
178874,32
178875,30
178876,8
178877,19
178878,26
178879,38
178896,116
178900,146
178979,8
178980,10
178981,72
178982,48
178983,20
178984,74
178998,55
179036,10
179037,41
179038,99
179039,89
179040,46
179048,55
179069,8
179070,8
179072,23
179073,22
179074,9
179081,44
179085,24
179096,4
179097,38
179098,55
179099,40
179108,97
179119,112
179120,20
179121,153
179122,108
179123,28
179124,20
179131,68
179135,50
179138,22
179140,88
179141,16
179148,45
179149,71
179150,5
179151,6
179152,49
179160,34
179182,23
179183,5
179184,2
179193,44
179224,53
179243,47
179246,65
179265,49
179283,44
180701,79
181712,71
181715,44
181718,40
181721,19
181724,74
181728,67
181732,102
181733,69
181742,82
181747,30
181750,24
181762,53
181765,21
181780,94
181795,48
181799,49
181806,10
181821,21
181878,29
181879,104
181880,107
181881,26
181882,12
181884,55
181889,12
181890,28
181891,41
181892,66
181894,51
181895,36
181896,50
181897,81
181898,63
181900,46
181901,23
181908,90
181909,75
181910,15
181911,92
181913,58
181915,58
181912,56
181914,35
181916,17
181917,18
181918,31
181920,18
181921,116
181922,31
181925,51
181926,21
181927,31
181928,None
181929,31
181930,14
181931,21
181932,36
181933,63
181934,74
181935,53
181941,75
181942,63
181946,66
181950,67
181953,41
181954,47
181955,51
181957,51
181965,47
181966,13
181969,31
181970,24
181971,52
181973,30
181981,35
181982,14
181983,18
181984,15
181985,65
181988,39
181992,49
181993,16
181996,21
182008,18
182024,15
182145,143
182148,21
182201,18
182222,128
182225,140
182227,61
182230,61
182294,47
182312,36
182317,94
182365,224
182369,50
182379,97
182382,231
182386,20
182389,107
182443,27
182446,73
182449,50
182498,32
182504,65
182543,38
182544,33
182545,33
182559,49
182563,35
182566,66
182570,39
182606,45
182607,75
182608,71
182609,42
182610,26
182619,130
182625,10
182661,117
182665,30
182667,59
182670,66
182707,95
182710,74
182711,71
182715,28
182740,32
182741,20
182742,35
182752,50
182757,53
182760,19
182778,37
182779,25
182780,29
182781,16
182782,35
182783,46
182789,71
182793,129
182797,129
182806,22
182807,23
182815,56
182818,109
182821,100
182833,28
182834,38
182835,27
182836,33
182837,40
182862,19
182863,21
182864,22
182865,36
182866,41
182867,47
182894,19
182895,28
182896,18
182897,67
182898,33
182899,26
182923,26
182924,29
182925,21
182926,34
182927,33
182928,31
182946,14
182947,36
182948,28
182949,22
182950,31
182951,26
182952,16
182963,26
182964,24
182965,63
182966,49
182967,25
182968,56
182981,24
182982,15
182983,18
182984,23
182985,13
182986,13
182998,12
182999,23
183000,20
183001,26
183002,24
183015,18
183016,35
183017,64
183018,35
183019,25
183020,36
183021,15
183029,43
183033,71
183034,87
183035,18
183039,38
183043,63
183047,106
183051,91
183055,105
183059,74
183063,126
183067,134
183772,76
183855,81
185584,54
185585,14
185595,31
185596,19
185597,26
185598,29
185608,66
185609,24
185610,22
185611,32
185612,30
185622,19
185623,24
185624,51
185625,33
185626,28
185635,23
185636,27
185637,44
185638,15
185639,25
185647,43
185648,29
185649,34
185650,43
185656,40
185657,28
185658,35
