id,deep
1491,35
1492,114
1493,60
1494,46
1496,37
1515,26
1499,28
1502,96
1505,45
1506,38
1507,59
1509,47
1510,24
1511,50
1512,48
1531,83
1516,109
1517,22
1532,33
1518,98
1519,46
1522,59
1523,64
1524,32
1527,70
1528,25
1547,42
1533,36
1534,58
1536,78
1538,42
1539,29
1540,20
1553,41
1541,32
1542,27
1543,43
1544,52
1549,39
1550,86
1551,60
1552,67
1566,48
1555,20
1556,78
1572,71
1559,11
1560,65
1561,81
1562,14
2905,87
1468,33
2828,84
2943,83
2830,44
2831,71
1631,58
1470,62
2837,32
2852,25
2840,58
2841,29
2842,83
2843,29
2865,28
2850,63
2965,54
2853,42
2855,50
2858,148
2859,34
2906,99
2890,21
2950,58
2898,10
2891,40
2893,21
2908,80
3146,97
2912,54
2923,106
2909,28
2910,78
2911,29
2926,54
2914,62
2915,32
2917,40
2932,54
2936,67
2928,34
2929,26
2930,39
2931,74
2946,18
3038,65
2937,26
2938,60
2939,56
2940,86
2941,38
2961,47
3039,52
2951,27
2953,18
2954,40
2955,54
2956,64
2958,59
2975,15
2962,65
2964,19
2980,110
2966,23
2967,30
2968,60
2969,47
2971,31
2972,129
2973,40
3040,68
2976,56
2982,82
2983,36
2985,34
2986,31
2988,27
2989,131
2990,25
3012,33
2991,43
2998,107
2997,35
3008,62
3000,34
3001,42
3021,50
3009,55
3010,90
3024,64
3013,32
3016,66
3017,31
3019,123
3020,51
3035,42
3022,41
3023,60
3147,24
3148,40
3027,41
3028,33
3031,18
3032,46
3033,26
3037,52
3059,39
3041,54
3042,43
3044,38
3045,49
3046,96
3048,44
3050,44
3067,55
3052,103
3054,39
3075,35
3061,48
3064,27
3081,69
3068,131
3069,107
3070,45
3085,57
3076,24
3077,42
3078,180
3079,44
3082,80
3084,64
3191,67
3087,59
3089,60
3090,68
1567,30
1568,53
1569,19
1570,38
1584,31
1573,16
1575,38
1592,33
1577,82
1578,76
1579,39
1580,39
1598,32
1585,17
1586,54
1587,47
1590,27
1607,26
1611,18
1599,55
1602,19
1603,99
1604,27
1606,51
1621,43
1608,31
1609,63
1625,47
1612,96
1614,49
1616,241
1617,62
1618,40
1637,50
1622,39
1641,48
1626,70
1627,27
1628,24
1629,80
1630,43
1632,38
1633,41
1634,20
1650,16
1639,39
1655,32
1790,48
1643,20
1647,64
1648,38
1665,33
1651,42
1652,75
1653,37
1671,37
1656,22
1657,76
1663,33
1664,32
1719,33
1684,40
1674,45
1791,108
1792,13
1796,43
1797,13
1798,34
1814,40
1800,47
1802,51
1803,54
1817,48
1890,40
1893,36
1807,42
1808,47
1809,58
1810,154
1811,76
1813,41
1830,39
1815,51
1816,25
1841,57
1818,23
1819,26
1821,40
1827,16
1844,12
1853,18
1842,32
1843,55
1858,38
1863,20
1854,40
1856,24
1857,17
1873,28
1860,48
1861,49
1876,39
1864,92
1866,67
1867,17
1870,34
1871,97
1885,27
1874,26
1888,34
1877,33
1878,78
1879,28
1880,42
1882,38
1883,51
1884,90
1899,26
1886,50
1887,37
1912,19
1889,36
1998,82
1999,33
1894,50
1895,49
1896,26
1897,60
1685,43
1686,58
1689,59
1690,19
1691,146
1705,29
1694,97
1695,102
1709,38
1696,37
1698,44
1699,42
1701,31
1702,27
1703,39
1704,27
1720,67
1706,38
1707,61
1722,64
1710,27
1711,46
1712,47
1713,49
1716,52
1718,44
1731,20
1721,45
1898,56
1724,30
2016,39
1726,73
1732,46
1733,38
1734,71
1735,66
1746,115
1736,30
1740,58
1741,42
1756,45
1760,19
1747,52
1748,23
1749,127
1751,126
1754,109
1755,101
1770,82
1757,109
1777,24
1762,39
1763,30
1764,43
1765,36
1768,36
1785,54
1771,54
1772,78
1789,66
1780,89
1901,69
1786,28
1902,78
1916,29
1903,37
1904,29
1905,63
1906,47
1908,141
1910,38
1911,37
1925,62
1913,61
1914,42
1926,21
1919,54
1920,32
1921,37
1923,143
1937,100
1941,53
1927,22
1928,59
1932,36
1950,21
1938,46
1939,32
1940,30
1955,47
1943,48
1944,91
1945,27
1948,49
1967,89
1952,14
1969,14
1956,34
1961,61
1962,45
1964,67
1976,84
1968,50
1980,43
2015,40
1970,57
2014,59
1973,26
2011,60
1991,41
1981,55
1983,43
1986,51
1987,18
1988,24
2003,24
1992,44
1993,40
1994,125
1995,23
1996,40
1997,34
2092,72
2004,14
2114,44
2012,48
2115,10
2116,8
2017,40
2032,19
2020,58
2022,30
2023,127
2024,8
2025,30
2026,65
2043,44
2029,45
2031,21
2047,16
2034,25
2036,76
2037,75
2038,29
2040,49
2052,82
2044,92
2057,41
2154,70
2196,36
2048,17
2049,34
2050,102
2051,39
2066,77
2055,14
2056,61
2071,73
2058,114
2062,40
2063,38
2064,46
2078,16
2069,35
2070,45
2082,30
2073,33
2074,99
2095,135
2080,43
2081,72
2096,48
2083,64
2084,25
2085,46
2086,39
2089,36
2090,51
2105,54
2110,87
2097,85
2098,40
2100,87
2101,80
2102,26
2103,41
2217,34
2106,25
2109,65
2220,63
2111,83
2113,22
2117,91
2118,58
2132,45
2120,18
2135,68
2121,60
2122,37
2337,65
2206,37
2125,73
2127,30
2128,119
2129,47
2141,53
2133,80
2134,37
2145,18
2136,86
2138,74
2140,47
2155,88
2142,75
2144,48
2161,96
2147,57
2148,27
2149,104
2150,27
2151,61
2153,58
2172,14
2156,50
2158,86
2175,36
2163,62
2164,68
2165,64
2167,108
2185,40
2173,57
2188,18
2176,22
2177,29
2178,44
2181,35
2182,61
2183,44
2460,12
2187,49
2208,23
2190,40
2191,42
2192,28
2193,99
2194,57
2195,41
2210,43
2209,76
2211,119
2212,41
2214,24
2461,34
2215,41
2216,22
2221,34
2222,93
2261,33
2224,79
2225,23
2228,38
2239,35
2230,17
2231,71
2235,79
2237,27
2238,44
2268,110
2240,49
2244,52
2245,76
2249,48
2250,67
2264,55
2262,68
2263,19
2276,90
2281,29
2269,41
2271,28
2272,31
2273,38
2274,40
2275,56
2290,87
2277,35
2279,61
2280,25
2296,41
2505,71
2465,29
2285,64
2286,76
2287,56
2288,34
2289,41
2305,65
2291,86
2312,33
2297,66
2298,89
2299,63
2300,30
2302,64
2303,28
2321,108
2306,36
2308,51
2309,20
2325,80
2314,36
2341,33
2323,9
2324,29
2342,21
2327,79
2328,30
2332,53
2333,75
2482,60
2467,38
2472,66
2474,53
2475,82
2476,50
2477,38
2494,54
2478,45
2479,71
2481,37
2497,148
2483,127
2484,61
2488,249
2491,32
2507,33
2496,38
2514,63
2498,34
2500,35
2501,75
2502,65
2503,36
2504,35
2517,135
2508,57
2509,56
2526,23
2515,46
2516,70
2534,27
2518,25
2519,43
2537,32
2527,63
2528,44
2529,113
2531,37
2548,68
2535,45
2552,60
2630,83
2539,18
2632,194
2543,35
2545,77
2546,63
2564,54
2549,43
2550,32
2567,31
2554,63
2555,48
2558,69
2561,29
2573,62
2578,42
2569,47
2570,195
2571,39
2572,52
2832,88
2574,34
2343,27
2344,33
2346,64
2347,47
2348,67
2349,27
2369,110
2352,47
2353,36
2371,42
2355,21
2356,36
2360,47
2361,36
2362,42
2383,31
2384,75
2707,53
2373,27
2457,32
2374,48
2375,45
2376,30
2377,36
2378,65
2412,22
2402,50
2385,20
2387,47
2390,41
2391,33
2393,26
2406,110
2404,32
2421,19
2408,65
2409,36
2424,26
2414,57
2416,336
2419,24
2433,37
2422,40
2423,25
2439,35
2427,37
2428,51
2431,32
2432,24
2451,75
2434,25
2436,46
2437,50
2453,53
2441,20
2442,64
2443,99
2444,52
2446,29
2464,53
2579,77
2581,51
2458,16
2459,73
2721,19
2708,90
2774,51
2709,27
2780,43
2710,32
2711,38
2712,129
2713,34
2715,23
2717,20
2730,35
2720,36
2734,9
2722,98
2723,22
2726,75
2727,54
2729,54
2746,36
2749,19
2739,39
2741,136
2760,55
2764,35
2753,70
2754,53
2755,17
2756,61
2758,19
2759,36
2797,93
2763,76
2773,27
2767,47
2768,60
2769,46
2794,15
2787,38
2776,61
2793,56
2782,54
2783,41
2784,66
2785,67
2786,69
2802,40
2788,30
2812,110
2979,29
3091,82
2801,55
2829,39
2819,41
2813,38
2814,41
2815,15
2826,27
2835,142
2582,28
2583,46
2601,30
2590,80
2604,74
2595,60
2596,85
2598,33
2599,48
2600,57
2619,18
2602,24
2603,47
2834,59
2605,114
2606,87
2610,38
2627,51
2620,39
2981,20
2621,120
2622,52
2625,53
2626,165
2628,185
2629,69
2647,103
2636,34
2637,49
2639,42
2640,21
2641,27
2642,23
2657,55
2643,54
2661,38
2650,80
2652,46
2673,45
2658,45
2659,29
2660,26
2678,31
2662,49
2663,178
2664,42
2667,20
2670,92
2686,72
2675,80
2692,37
2679,32
2680,19
2681,22
2682,56
2683,62
2702,48
2687,31
2688,25
2836,43
2694,23
2696,57
2697,42
2699,27
3208,39
3194,86
3195,29
3197,59
3198,55
3199,154
3200,40
3203,22
3093,35
3110,65
3094,28
3129,32
3108,57
3111,158
3112,41
3135,46
3114,135
3124,71
3116,50
3117,31
3118,34
3120,66
3121,42
3122,81
3123,55
3125,89
3139,147
3130,28
3132,64
3133,58
3134,21
3149,58
3136,45
3137,73
3138,57
3155,37
3140,79
3141,74
3142,39
3143,94
3144,88
3145,35
3162,32
3150,45
3151,45
3152,37
3166,66
3157,24
3158,68
3159,64
3160,17
3179,65
3164,60
3165,18
3182,93
3167,47
3171,102
3172,44
3174,21
3175,141
3176,37
3190,44
3180,29
3183,41
3184,14
3185,26
3186,66
3187,53
1471,13
4882,30
3230,51
4246,32
4369,60
4258,46
4253,21
4257,34
3435,23
3285,47
3218,35
3221,32
3211,227
3232,23
3237,31
3223,43
3224,57
3225,57
3227,111
3228,77
3229,48
3231,22
3248,42
3233,70
3234,43
3253,44
3239,50
3242,25
3243,21
3245,17
3246,25
3247,54
3263,29
3251,49
3267,24
3254,34
3256,93
3259,40
3260,53
3278,61
3264,39
3266,118
3436,43
3268,60
3270,81
3272,59
3277,63
3301,86
3279,29
3280,97
3281,49
3291,29
3296,51
3292,76
3293,33
3294,49
3295,58
3309,35
3297,71
3298,37
3572,60
3302,32
3303,42
3305,19
4874,34
3306,54
3308,17
3574,101
3443,33
3448,37
3453,69
3466,31
3454,30
3456,33
3457,68
3458,43
3459,25
3474,63
3460,104
3461,87
3462,224
3463,29
3480,57
3467,18
3471,105
3503,23
3475,113
3486,105
3482,64
3483,71
3494,84
3487,83
3491,33
3492,64
3493,37
3504,239
3496,29
3817,43
3536,142
3505,59
3506,38
3529,51
3692,125
3513,18
3520,81
3534,33
3530,149
3533,28
3544,50
3535,68
3548,59
3538,35
3540,18
3541,83
3542,25
3556,26
3545,34
3546,48
3547,164
3560,43
3550,52
3567,69
3557,23
3558,126
3570,42
3562,57
3564,79
3566,89
3693,61
3569,30
3818,41
3571,16
3327,90
3313,42
3314,37
3315,43
3322,56
3338,43
3323,43
3324,46
3325,19
3342,29
3328,82
3329,29
3331,59
3332,135
3355,47
3339,26
3340,42
3341,51
3580,42
3343,26
3345,32
3347,80
3348,60
3351,63
3372,54
3357,109
3374,60
3442,45
3361,84
3362,25
3363,18
3365,128
3383,37
3373,13
3388,25
3375,115
3377,53
3381,29
3396,29
3384,34
3386,23
3405,92
3389,148
3393,40
3395,51
3413,71
3416,18
3407,75
3408,81
3410,58
3424,88
3414,121
3432,84
3417,40
3418,75
3419,42
3420,53
3422,76
3439,49
3425,20
3426,60
3427,38
3440,155
3433,72
3596,25
3581,79
3582,58
3601,68
3585,45
3666,15
3586,61
3667,82
3587,61
3588,39
3589,56
3591,32
3593,73
3595,65
3607,45
3599,78
3612,59
3603,125
3605,50
3621,38
3610,27
3611,38
3625,102
3613,41
3614,47
3615,44
3620,52
3635,65
3622,97
3623,59
3638,18
3626,54
3627,47
3629,50
3630,60
3634,53
3647,64
3636,51
3652,35
3642,30
3643,53
3646,76
3663,29
3921,84
3653,31
3654,92
3655,35
3657,31
3659,19
3660,52
3677,54
3664,69
3680,18
3827,19
3668,53
3669,49
3671,30
3672,51
3673,18
3691,26
3679,116
3703,93
3687,127
3689,145
3704,43
3705,72
3722,38
3709,17
3710,31
3726,78
3711,50
3712,36
3713,28
3714,48
3715,48
3716,50
3717,41
3736,143
3740,31
3730,60
3731,25
3735,67
3749,50
3738,41
3754,118
3741,82
3743,30
3744,39
3745,143
3746,35
3747,109
3766,73
3750,95
3773,49
4032,49
3755,23
3926,34
3757,45
3759,171
3765,39
3779,115
3767,23
3768,30
3769,42
3784,46
3774,144
3777,40
3778,43
3794,27
3780,112
3781,97
3782,41
3798,34
3785,54
3786,131
3787,49
3788,18
3789,21
3790,21
3792,71
3811,162
3814,50
3799,36
3807,37
3808,54
4033,33
3826,64
3815,109
3828,21
3829,59
3830,66
3831,31
3833,81
3834,51
3850,42
3835,83
3836,33
3837,45
3839,46
4159,31
3903,42
3841,68
3843,33
3845,43
3846,34
3847,32
3853,115
3854,38
3870,32
3856,73
3857,50
3858,47
3859,47
3861,48
3862,60
3863,35
3880,75
3865,26
3866,121
3886,109
3871,34
3874,40
3875,41
3876,72
3877,32
3879,118
3894,89
3881,53
3883,42
3884,138
3900,41
3889,174
3892,69
3893,32
4039,127
3895,33
3896,42
3909,56
3902,88
3913,31
3904,245
3906,69
3922,71
3910,76
3911,52
3912,40
3914,65
3915,36
3929,75
3916,37
3917,62
3919,27
4058,56
4046,43
4048,30
4062,41
4049,38
4050,67
4051,34
4052,70
4054,87
4056,57
4057,196
4074,41
4060,38
4071,23
4063,44
4065,75
4067,72
4088,74
4087,27
4075,73
4076,47
4077,29
4078,45
4080,35
4081,54
4096,27
4099,52
4259,102
4139,39
4092,30
4094,53
4095,56
4104,68
4097,36
4098,69
4108,55
4100,34
4101,37
4102,76
4114,71
4106,44
4260,29
4109,66
4110,46
4123,56
4115,55
4131,39
4127,83
4143,27
4132,95
4146,107
4140,78
4141,55
4142,57
4261,29
4145,46
4151,55
4149,65
4150,91
4155,39
4153,70
4158,42
4156,55
4157,59
3930,40
3931,38
3933,22
3937,32
3941,36
3974,47
3975,45
3935,56
3936,29
3951,61
3939,60
3940,23
3963,47
3946,67
3947,25
3948,32
3965,28
3952,43
3953,139
3959,16
3960,27
3961,53
3962,84
3971,37
3964,51
3977,18
3966,22
3967,92
3968,32
3969,73
3972,90
4002,90
3973,50
3979,24
4023,46
3976,42
3982,65
3985,72
3980,42
3992,117
3984,80
3994,25
3987,78
3989,96
4003,36
4001,51
3995,20
4024,23
4010,17
4028,97
4004,32
4005,38
4006,47
4009,48
4014,92
4011,101
4012,24
4021,23
4016,51
4031,56
4475,14
4160,64
4029,48
4030,52
4161,58
4162,102
4164,43
4165,32
4173,124
4166,36
4167,72
4168,70
4252,61
4189,68
4174,25
4175,56
4176,58
4183,40
4177,53
4219,37
4178,50
4180,38
4181,41
4182,16
4185,51
4195,49
4186,101
4187,35
4190,43
4192,37
4193,35
4196,45
4198,34
4210,33
4197,60
4205,26
4199,41
4201,49
4202,59
4209,46
4206,66
4223,39
4211,57
4251,21
4213,23
4214,74
4215,26
4216,32
4217,87
4237,130
4221,28
4222,41
4374,27
4225,21
4226,85
4230,45
4235,51
4250,70
4238,72
4239,60
4240,28
4241,43
4242,53
4266,30
4268,28
4269,30
4270,160
4284,40
4273,37
4278,51
4274,79
4275,40
4277,115
4281,30
4280,41
4354,48
4282,7
4293,26
4285,70
4288,44
4291,81
4292,37
4322,38
4315,47
4303,53
4294,34
4295,46
4296,55
4298,64
4299,36
4310,55
4306,41
4308,37
4601,28
4320,60
4316,27
4317,56
4336,55
4321,58
4337,154
4324,11
4325,26
4326,49
4327,79
4328,67
4343,95
4338,22
4349,32
4339,142
4352,74
4344,119
4350,33
4361,22
4351,66
4368,60
4479,84
4355,119
4356,25
4358,43
4359,95
4371,80
4362,14
4364,17
4365,95
4366,49
4367,45
4480,63
4375,112
4376,12
4429,47
4379,75
4381,20
4410,38
4382,36
4383,66
4384,44
4385,18
4386,107
4387,89
4388,35
4403,103
4430,101
4396,71
4400,15
4412,33
4413,65
4411,38
4417,63
4425,98
4414,16
4415,35
4416,47
4435,40
4419,44
4422,85
4424,28
4426,49
4427,27
4428,49
4599,53
4470,37
4431,55
4433,62
4434,3
4436,80
4437,60
4441,16
4438,62
4440,56
4444,102
4448,64
4442,38
4443,14
4453,44
4445,47
4446,46
4467,50
4449,31
4450,121
4452,73
4719,87
4454,25
4455,93
4460,46
4461,133
4477,180
4468,109
4469,47
4602,50
4472,19
4473,24
4603,41
4627,34
4604,14
4617,95
4639,55
4608,126
4609,48
4611,50
4630,13
4618,45
4619,47
4620,11
4621,32
4622,59
4637,105
4636,17
4631,37
4632,25
4633,138
4662,27
4640,22
4641,100
4642,105
4643,72
4644,64
4649,20
4650,68
4651,62
4653,24
4656,52
4688,48
4658,30
4660,84
4661,34
4677,44
4664,75
4667,52
4668,65
4685,31
4678,37
4679,42
4680,36
4681,69
4682,82
4696,72
4686,26
4687,43
4701,59
4689,24
4692,134
4693,69
4694,74
4695,53
4711,54
4697,41
4883,48
4702,17
4708,30
4723,21
4713,19
4714,31
4716,85
4490,62
4481,38
4483,40
4484,21
4485,52
4497,52
4489,43
4501,23
4491,79
4495,39
4496,22
4507,23
4498,8
4499,122
4510,22
4502,36
4503,34
4506,22
4521,20
4508,34
4509,36
4551,22
4511,72
4512,11
4513,26
4514,66
4515,37
4516,109
4541,57
4724,39
4522,57
4523,32
4597,51
4524,49
4526,49
4528,63
4547,29
4543,36
4545,125
4560,14
4548,8
4550,42
4563,33
4552,56
4553,107
4554,21
4555,31
4556,41
4557,30
4558,65
4572,49
4561,57
4576,62
4565,46
4566,39
4571,33
4884,96
4574,67
4582,132
4589,79
4594,59
4725,123
4595,25
4596,107
5062,33
5063,26
5064,86
5082,49
5065,117
5066,49
5068,110
5078,29
5069,36
5070,91
5071,47
5073,50
5074,78
5079,31
5093,48
5080,202
5081,58
5109,21
5084,32
5086,65
5088,92
5096,49
5095,15
5098,72
5112,27
5101,25
5103,37
5138,105
5111,94
5124,241
5113,56
5114,14
5116,65
5118,48
5119,91
5120,92
5135,27
5126,30
5127,65
5128,79
5129,89
5141,39
5139,75
5146,73
5142,67
5143,52
5145,20
5147,30
4726,37
4735,50
4728,39
4730,63
4732,38
4733,33
4737,86
4775,34
4738,36
4739,60
4827,135
4751,35
4743,47
4744,47
4762,158
4748,417
4806,37
4757,134
4845,91
4759,23
4771,61
4764,79
4765,52
4767,121
4769,87
4795,37
4772,82
4774,65
4778,18
4776,67
4787,159
4780,38
4800,47
4791,47
4803,55
4796,89
4833,57
5058,41
4808,49
4826,37
4839,36
4828,33
4829,28
4830,38
4832,66
4842,44
4834,32
4835,69
4836,42
4837,46
4838,45
4853,45
4843,51
4847,86
4846,38
4862,30
4848,33
4850,38
4868,33
4855,98
4860,50
4910,162
4892,52
4895,31
