Finished
52124366
52124267
52124256
52124211
52124203
52124197
60128122
60128098
60128077
60128082
60127933
60128141
60128127
60128116
60128083
60128088
60128015
60127500
60127291
60126939
60126965
60126820
60126730
60128136
60128126
60128105
60128102
60128094
60128014
59502391
59482971
59415320
59401930
59248013
59208400
60128143
60128132
60128131
60128133
60128125
60128108
60128008
60127661
60127619
60127622
60127621
60126644
60126556
60126555
60126554
60126553
60126550
60126547
60128111
60128113
60128076
60128007
60127683
60127767
60128135
60128129
60127239
60126736
60126653
60126634
60126793
60125092
60123270
60115430
58679977
58442733
59831050
53186156
52926204
51410623
51356929
51356987
51339281
46844629
46843640
46843337
46843240
46843158
44346223
60127629
60127278
60126907
60126837
60126834
60126567
60126833
60126275
60126522
60126245
60126580
60125877
60125858
60125708
60125698
60125692
60125687
60125663
60125411
60125379
60125354
60125946
60125396
60124999
60124659
60124398
60124390
60124325
60124320
60124288
60124185
60123949
60123918
60123747
60123544
60121633
60121611
60121528
60121482
60121234
60121515
60120826
60120845
60120813
60120805
60126875
60123960
60120663
60120548
60120484
60120478
60120454
60120449
60120506
60120334
60119891
60119692
60119121
60119099
60118501
60118468
60119124
60118246
60118231
60117431
60117472
60117135
60116640
60116739
60117284
60116359
60116125
60117285
60115560
60115556
60117287
60115339
60115338
60115337
60115215
60114637
60114549
60114049
60114031
60114029
60114028
60115334
60113382
60113354
60113348
60113347
60115561
60112482
60112951
60126856
60126863
60125146
60125786
60125155
60126818
60125217
60125147
60125170
60120910
60120749
60123378
60120750
60119470
60120751
60116347
60117398
60115510
60116302
60113609
60112309
60111784
60115473
60111535
60123380
60115537
60111550
60119469
60108622
60115446
60107405
60109575
60105090
60109579
60103200
60103136
60101439
60101434
60103719
60099773
60099766
60103145
60098269
60098232
60095914
60105059
60105119
60090247
60088875
60088863
60090167
60090170
60092885
60092884
60098221
60098218
60091446
60088826
60101431
60087444
60083820
60087871
60087404
60091447
60115509
60088830
60090166
60087411
60077140
60076843
60076283
60076263
60074246
60080200
60085763
60076272
60087410
60080201
60068459
60072236
60068350
60068347
60078143
60072237
60064162
60064092
60064053
60078141
60062042
60062004
60072235
60062016
60078145
60055047
60062052
60055032
60037703
60037696
60028976
60028951
60024550
60024422
60024389
60018353
60018333
60018241
60018162
60019487
60011876
60009047
60005170
60005130
60000158
60000136
59994961
59994901
59994818
59988990
59982614
59982587
59976421
59976373
60093605
59972729
59972681
59966837
59959784
59959644
59959445
60098235
59936898
59897605
59877552
59737471
59735995
59714790
59713859
59691566
59690913
59690908
59679702
59670052
59669553
59669438
59648078
59636142
59635778
59635707
59618817
59618809
60098238
59571385
59549932
59549928
59549874
59526198
59526029
59502131
59491596
59491489
59470518
59439159
59438998
59418150
59417305
59416915
59394802
59394410
59394331
59374280
59372131
59371938
59371733
59348048
59336922
59336765
59320049
59319883
59319684
59293630
59274300
59268549
59268493
59250097
59249973
59249114
59228704
59228467
59228395
59228319
59191536
59191449
59176715
59176652
59176407
59154262
59133600
59133416
59133293
59113365
59111930
60099757
59092430
59092281
59092115
59092075
59075125
59075018
59074926
59058157
59058077
59041835
59038837
59038169
59018238
59018045
59017934
58996719
58996552
58996409
58979900
58979319
58978534
58978501
58969101
58968947
58961583
58954069
58953960
58945645
58945386
58945293
58931108
58930681
58930665
58930660
58917783
58916938
58916856
58916709
58901431
58901406
58901342
58901329
58887535
58887434
58887380
58873775
58873467
58873365
58873309
58856864
58856806
58843265
58843219
58843144
58825135
58824977
58824878
58807974
58807765
58807432
58807292
58787608
58787398
58787283
58751600
58751432
58751167
58734710
58734578
58734485
58734209
58719324
58715604
58715435
58715278
58699056
58698787
60093606
58681291
58681162
58681089
58680959
58667158
58665766
58665589
58665538
58663571
58663568
58663547
58663496
58640838
58640760
58624941
58623971
58623944
58623354
58608454
58608307
58594580
58594577
58594553
58580546
58580328
58580303
58580283
58567043
58566924
58566813
58566769
58550639
58550570
58536644
58536594
58536497
58536325
58515862
58515844
58515796
58515786
58505210
58505001
58504967
58491151
58491103
58491067
58491008
58476772
58388626
58384014
58383740
58334342
58307178
58299557
58295818
58420001
58338252
58338281
58274708
58273519
58246111
58245747
58284149
58216905
58186578
58186489
58158265
58158208
58158131
58157955
58289414
58140546
58140152
58258881
58061494
58061160
58030424
58030395
58030299
58030253
58016198
58015587
58014828
57979644
57979515
57979309
57952049
58044058
58044003
57934929
57921787
57889668
57889574
57862471
57862417
57862333
57904044
57831116
58258775
57798937
57798690
57798332
57782044
57781635
57764549
57764403
57764261
57727287
57697985
57713067
57664233
57681207
58391215
57634316
57634123
57605608
57605097
57604774
57649675
57649527
57585699
57585397
57562375
58451329
57546284
57533453
57533250
57532702
57649680
57875289
57504492
57503643
57503578
57503384
57515394
57475657
57475416
57475226
57474703
57446333
57446110
57446040
57432809
57411868
57411526
57411183
57389276
57388742
57388543
57388516
57681564
57354662
57354457
57334973
57334842
57334644
57306327
57306210
57306130
57278382
57278178
57278018
57277986
57251351
57251328
57251255
58230960
57233766
57233669
57217112
57216247
57216078
57186382
57186065
57185880
57185455
57153093
57152603
57152331
57151777
57151569
57119974
57119319
57119104
57088690
57088500
57088142
57087862
57087686
57056432
57056360
57056188
57036695
57619070
57018982
57018594
57018277
56984318
56983853
56950935
56943144
56943068
56942930
56918159
56918037
56917884
56917738
56887165
56886900
56885881
56858082
56857745
56857458
56856758
56856399
56840667
56840458
56840259
56817697
56817392
56817161
56816975
56816784
56786418
56785797
56785506
56753064
56752738
56752526
56752490
56721382
56720578
56720045
56719583
56690110
56690051
56658603
56657814
56657453
57904222
56640007
56639460
56639305
56622775
56622577
58169992
56608324
56589643
56589269
57811155
56561168
56560799
56560153
56531275
56531054
56501610
56501395
56468638
56468405
56468288
56454151
56453999
56453439
56453146
56435499
56435377
56407490
56406861
56406393
56435771
56377576
56377397
58289478
56345634
56344972
56344688
56313925
56313374
56312723
56312448
56282738
56282498
56282401
56264822
56264228
56234822
56234425
56234289
56234079
56204508
56204085
56169183
56168884
56168656
56151650
56133025
56132624
56132324
56103551
56103342
56092964
56092520
56084700
56103584
56070509
56070409
56070312
56049510
56049026
56048636
56048355
56017132
56016835
56016606
57810784
55979313
55979185
55979003
55955070
55954884
55954830
55943258
55943097
55942634
55912302
55911860
55911221
55880408
55880149
55879753
55879527
55879322
55878903
55847213
55846811
55846531
55846245
55846085
55814342
55814267
55814023
55769611
55769242
55754364
55753861
55753696
55733162
55732917
55732842
55704585
55702946
55702784
55702270
55701831
55701631
55669138
55668690
55668055
55667933
55633675
55633237
55632605
55632482
55597751
55595465
55595209
55559852
55559516
55559203
55559033
55539506
55539455
55539372
55539277
55539135
55538846
55518895
55517478
55505964
55485567
55485410
55485130
55484942
55484401
55449920
55449503
55449150
55448439
55448244
55413017
55412799
55401720
55378101
55377849
55376491
55375966
55375891
55342807
55342419
55342306
55325101
55324874
55324535
55324377
55297137
55296956
55296728
55296727
55296723
55296719
57036520
55271663
55271049
55270691
55270381
55270084
55235448
55234921
55234559
55233829
55233703
55198003
55197791
55197627
58074014
55391607
55161906
55161617
55161437
55161265
55128912
55128787
55128294
55127830
55127721
55110226
55110115
55109993
55109842
55098086
55097258
55096638
55095907
55061662
55061486
55061260
55061032
55020907
55020769
55020298
55020196
54986292
54986095
54986094
54985996
54952179
54951824
54951776
54951663
55392081
54917621
54917360
54917128
54916808
54916703
54898849
54897991
54882155
54881960
54877613
54876092
54876689
54871540
54834952
54834692
54834293
54834038
54833685
54798979
54798663
54798330
54798015
54797738
54898892
54893347
55000704
54764369
54764009
54763821
54763536
54763211
54711525
54710866
54692124
54690779
54671070
54670592
54670074
54669765
54669601
54898392
54690162
54690163
54690187
54631019
54630882
54630696
54630574
54630187
54630083
54712246
54598908
54598591
54598112
54597907
54597565
54597168
54550511
54550508
54550505
54550502
54550499
54524562
54524166
54523934
54523722
54523463
54523431
54488985
54488770
54488658
54488381
54488191
54471321
54471161
54471004
54470661
54469781
54469629
55792342
54446828
54446579
54446282
54445951
54445774
54397458
54396857
54396552
54396433
54375513
54374969
54374707
54374022
54373782
54373744
54338259
54337609
54337104
54336649
54336463
54336215
54301546
54301393
54300861
54300087
54299532
54299185
54265903
54265568
54265405
54264615
54264325
54246833
54246582
54246533
54246408
54246306
54246162
54231912
54231817
54231661
54230837
54230042
54229748
54197308
54193878
54193374
54192844
54690189
54191868
54191336
54158051
54157664
54157008
54156741
54156344
54113460
54113245
54113134
54113097
54113019
54112827
54085689
54084415
54084068
54083287
54082871
54082517
54051114
54050992
54050776
54050202
54050003
54049787
54030753
54030573
54030052
54029841
54029686
54008808
54008440
54008261
54007966
54007430
54007024
53974717
53974249
53973161
53972603
53971980
53937733
53936967
53936193
53935627
53934485
53934304
53900432
53899989
53899077
53898912
53864673
53864411
53863924
53863736
53863423
53863205
53831456
53831163
53830824
53830428
53830264
53814577
53814069
53813884
53813445
53813112
53812766
53789294
53789038
53788911
53788772
53788441
53788177
53754008
53753828
53753313
53753137
53721483
53721220
53720999
53720600
53720431
53686234
53685541
53684478
53683922
53683488
53650454
53650013
53649709
53649176
53648692
53615377
53615078
53614886
53614104
53613626
53593681
53593326
53593218
53593081
53592773
53575969
53575873
53575770
53575705
53575575
53545966
53545464
53545043
53544845
53513859
53513315
53513027
53512611
53512366
53479419
53479217
53478905
53478072
53443802
53443597
53442860
53442488
53412953
53412698
60064152
59949147
59845428
59692632
59417074
59897855
56271671
51182212
50038515
46958813
46607885
56151045
55629236
50402441
50043874
49900969
49811885
60123097
60111675
60113569
60083902
60084450
60077218
60127770
60127727
60127699
60127693
60127475
60127452
60127409
60127733
60127437
60127509
60127184
60126947
60127010
60126999
60126838
60126800
60126846
60126747
60126864
60126666
60126688
60127030
60126681
60126138
60126132
60126117
60126118
60126088
60126068
60126078
60126079
60126055
60125991
60125987
60125981
60125964
